Date,SPY
2020-12-01,347.1632080078125
2021-01-01,343.62542724609375
2021-02-01,353.18011474609375
2021-03-01,369.2142639160156
2021-04-01,388.74951171875
2021-05-01,391.3021545410156
2021-06-01,400.07806396484375
2021-07-01,409.844970703125
2021-08-01,422.0419006347656
2021-09-01,402.3724365234375
2021-10-01,430.6042785644531
2021-11-01,427.14453125
2021-12-01,446.8988952636719
2022-01-01,423.3289489746094
2022-02-01,410.8335266113281
2022-03-01,426.27691650390625
2022-04-01,388.863037109375
2022-05-01,389.74072265625
2022-06-01,357.6025085449219
2022-07-01,390.53326416015625
2022-08-01,374.5987243652344
2022-09-01,339.9685974121094
2022-10-01,367.5997009277344
2022-11-01,388.0351867675781
2022-12-01,365.6733703613281
2023-01-01,388.669677734375
2023-02-01,378.8974609375
2023-03-01,392.9461364746094
2023-04-01,399.22344970703125
2023-05-01,401.0663757324219
2023-06-01,427.0553283691406
2023-07-01,441.0342712402344
2023-08-01,433.8665466308594
2023-09-01,413.28631591796875
2023-10-01,404.3144226074219
2023-11-01,441.2460632324219
2023-12-01,461.39129638671875
2024-01-01,468.7396545410156
2024-02-01,493.20172119140625
2024-03-01,509.33038330078125
2024-04-01,488.79437255859375
2024-05-01,513.5173950195312
2024-06-01,531.6343383789062
2024-07-01,538.0720825195312
2024-08-01,550.644287109375
2024-09-01,562.2103271484375
2024-10-01,557.1935424804688
2024-11-01,590.4209594726562
2024-12-01,576.2152099609375
2025-01-01,591.6903686523438
2025-02-01,584.178955078125
2025-03-01,551.6289672851562
2025-04-01,546.8462524414062
2025-05-01,581.2127685546875
2025-06-01,611.0791015625
2025-07-01,625.1531372070312
2025-08-01,637.98095703125
2025-09-01,660.7061157226562
2025-10-01,676.4556274414062
2025-11-01,677.7747192382812
2025-12-01,678.3152465820312
2026-01-01,688.3121337890625
2026-02-01,682.3637084960938
2026-03-01,648.6688842773438
2026-04-01,716.8132934570312
2026-05-01,754.5361328125
2026-06-01,746.77001953125
2026-07-01,744.780029296875
