,var_estimate
2000-03-01,0.02866168124331146
2000-04-01,0.09110957398890683
2000-05-01,0.0854181448399461
2000-06-01,0.06559528932027475
2000-07-01,0.07966325603523926
2000-08-01,0.06793113120181461
2000-09-01,0.06331944986234395
2000-10-01,0.06445715914684161
2000-11-01,0.04682189664382015
2000-12-01,0.06445716098291172
2001-01-01,0.054941555716727146
2001-02-01,0.06689564656891601
2001-03-01,0.040576266074104826
2001-04-01,0.06669193848837486
2001-05-01,0.06454799338042076
2001-06-01,0.05805677659077764
2001-07-01,0.037799905217445695
2001-08-01,0.049015904302899614
2001-09-01,0.04399040254799633
2001-10-01,0.0569043898732101
2001-11-01,0.06325912991038515
2001-12-01,0.06454799904526148
2002-01-01,0.056847316587260915
2002-02-01,0.0465399204565875
2002-03-01,0.043605740850934355
2002-04-01,0.04671400239084762
2002-05-01,0.056777223273314595
2002-06-01,0.044745408870231346
2002-07-01,0.04474540749265734
2002-08-01,0.04474540735592143
2002-09-01,0.06464570985902846
2002-10-01,0.05392411735482469
2002-11-01,0.06485482842951946
2002-12-01,0.06485482861520915
2003-01-01,0.05077542195556397
2003-02-01,0.06485483016561117
2003-03-01,0.0648548285050763
2003-04-01,0.06485482844121387
2003-05-01,0.04811877086096374
2003-06-01,0.049761495441344755
2003-07-01,0.052981725616816126
2003-08-01,0.08321740218710527
2003-09-01,0.05390654085109503
2003-10-01,0.06774320533262691
2003-11-01,0.07610467695943249
2003-12-01,0.07901566267152625
2004-01-01,0.07820027076089416
2004-02-01,0.07767220062553419
2004-03-01,0.07736480450193468
2004-04-01,0.058254970462423804
2004-05-01,0.05394546435038223
2004-06-01,0.049253929715483175
2004-07-01,0.05394546233087447
2004-08-01,0.04925393044561672
2004-09-01,0.05119763102760542
2004-10-01,0.05231207800643504
2004-11-01,0.05135525590373755
2004-12-01,0.05985624031942765
2005-01-01,0.054667399573720035
2005-02-01,0.049593449214150216
2005-03-01,0.049196393934620164
2005-04-01,0.03750202942356634
2005-05-01,0.033705558353087334
2005-06-01,0.03086033831262395
2005-07-01,0.03402658175622516
2005-08-01,0.037019945391303405
2005-09-01,0.037019945450933345
2005-10-01,0.037019945441484015
2005-11-01,0.03701994544088819
2005-12-01,0.03701994533690555
2006-01-01,0.03211433073475091
2006-02-01,0.030720832922945064
2006-03-01,0.028003861344665204
2006-04-01,0.024555169244370238
2006-05-01,0.02417185514381201
2006-06-01,0.024171853380392898
2006-07-01,0.035488111401148006
2006-08-01,0.024171852167992888
2006-09-01,0.02456193165377646
2006-10-01,0.019214858012510633
2006-11-01,0.019162402868818817
2006-12-01,0.01916240275366191
2007-01-01,0.019162402559956247
2007-02-01,0.019162402059495594
2007-03-01,0.01916239846271512
2007-04-01,0.03888605899556454
2007-05-01,0.028776208404137128
2007-06-01,0.02608413515424949
2007-07-01,0.0256185821391033
2007-08-01,0.029131284187841767
2007-09-01,0.038227306138541625
2007-10-01,0.036947062806557296
2007-11-01,0.026008565423012813
2007-12-01,0.022572635812549154
2008-01-01,0.0198257413092722
2008-02-01,0.017638914625116686
2008-03-01,0.018205915388728705
2008-04-01,0.017311471849677313
2008-05-01,0.016777985413681504
2008-06-01,0.016853943364338417
2008-07-01,0.016986372421115132
2008-08-01,0.02762701004796853
2008-09-01,0.027879511992937908
