,regime_cvar_rho3.0
2000-03-01,0.0021105963827058533
2000-04-01,-0.001730730059558284
2000-05-01,0.03793667868508637
2000-06-01,-0.057405971119183746
2000-07-01,0.04000184647221411
2000-08-01,0.06555547961599278
2000-09-01,-0.04438445868925462
2000-10-01,0.0035398775662644393
2000-11-01,-0.04284783902247709
2000-12-01,0.09282568931932561
2001-01-01,0.04163740884236888
2001-02-01,-0.021511149471524927
2001-03-01,-0.05634044578006834
2001-04-01,0.08718922491088381
2001-05-01,0.020881504525057586
2001-06-01,-0.026438238514770247
2001-07-01,0.019615481765404345
2001-08-01,-0.0706155415992491
2001-09-01,-0.044915088488150345
2001-10-01,0.03721911896084291
2001-11-01,0.04501465018646887
2001-12-01,0.036711091666097116
2002-01-01,-0.012051546837928402
2002-02-01,0.02905586702067871
2002-03-01,0.032980028927724746
2002-04-01,-0.043234027716600246
2002-05-01,-0.011809607323833324
2002-06-01,-0.01557175298955003
2002-07-01,-0.037700451882438764
2002-08-01,0.010580128276454137
2002-09-01,-0.08947429296255155
2002-10-01,0.08798147350225863
2002-11-01,0.004196821866281696
2002-12-01,-0.022669359871241992
2003-01-01,-0.006429381196737038
2003-02-01,-0.008136655081402593
2003-03-01,0.06174282107822695
2003-04-01,0.009808017154948124
2003-05-01,0.007505711053663969
2003-06-01,-0.006554805770850281
2003-07-01,0.027005822406376848
2003-08-01,0.02473534704036206
2003-09-01,-0.009020833155462952
2003-10-01,0.06908887821944702
2003-11-01,-0.005054263094183788
2003-12-01,0.05709964138269629
2004-01-01,-0.0045328164404246935
2004-02-01,0.05726147293420742
2004-03-01,-0.0002590894009432397
2004-04-01,-0.012800545368015519
2004-05-01,-0.0008658195989520326
2004-06-01,0.024641930161180183
2004-07-01,-0.029301270826866194
2004-08-01,0.0032007580058061053
2004-09-01,0.0015215385611806757
2004-10-01,0.007050037017255241
2004-11-01,0.031026101175025973
2004-12-01,0.024271426672780087
2005-01-01,0.004587976355741329
2005-02-01,0.04914047322763384
2005-03-01,-0.012912306057951564
2005-04-01,-0.06213914008193672
2005-05-01,0.0031041999146039574
2005-06-01,-0.013730593749960253
2005-07-01,0.02739918273127815
2005-08-01,-0.01587353361689516
2005-09-01,0.025555272119464727
2005-10-01,-0.03702229302040018
2005-11-01,0.02611518749420451
2005-12-01,-0.019787076985549466
2006-01-01,0.017325432264302103
2006-02-01,-0.007384666794686542
2006-03-01,0.012010341491005954
2006-04-01,0.030717763145607785
2006-05-01,-0.007613972943386684
2006-06-01,-0.0012033631418909055
2006-07-01,0.01739780265722317
2006-08-01,0.03983734888156444
2006-09-01,0.017603214830398565
2006-10-01,0.036388081578137596
2006-11-01,0.0017383061750257363
2006-12-01,0.002253160288079078
2007-01-01,5.984718887884129e-05
2007-02-01,-0.020913520362902765
2007-03-01,-0.000889023368928425
2007-04-01,0.044291621246834126
2007-05-01,0.012743467400390862
2007-06-01,-0.014714615337760077
2007-07-01,0.004250622615377814
2007-08-01,0.02397533303246959
2007-09-01,0.05981100942564516
2007-10-01,0.0023552897159449804
2007-11-01,0.02902026925985934
2007-12-01,0.003727762230389337
2008-01-01,-0.0394468847029262
2008-02-01,-0.010798745920629056
2008-03-01,0.03681542245515282
2008-04-01,0.058910967804558144
2008-05-01,-0.018706967754625096
2008-06-01,-0.0657785259519334
2008-07-01,0.02963647299782706
2008-08-01,0.023647990289566396
2008-09-01,-0.03352565576704838
2008-10-01,-0.12228094786095607
2008-11-01,0.009782829630754547
2008-12-01,-0.006691719652955907
2009-01-01,-0.09681125146868977
2009-02-01,-0.08108108649708388
2009-03-01,0.040459973586243335
2009-04-01,0.025911510320212695
2009-05-01,0.02409266820137786
2009-06-01,0.00443146758422224
2009-07-01,0.07899165568144717
2009-08-01,0.0027259584916337573
2009-09-01,0.013669284676399199
2009-10-01,0.012801977062881772
2009-11-01,0.07186580871362688
2009-12-01,-0.013371587029726857
2010-01-01,-0.035250175799833326
2010-02-01,0.014749379227414582
2010-03-01,0.03089722872659782
2010-04-01,-0.011129537331382063
2010-05-01,-0.06559187916416
2010-06-01,-0.02692554729936419
2010-07-01,0.037199439901742314
2010-08-01,-0.02027045249966985
2010-09-01,0.059019481398592394
2010-10-01,0.054948808416918744
2010-11-01,0.0007757835471204521
2010-12-01,0.034580718092031476
2011-01-01,0.05816621637106106
2011-02-01,0.003489229908457064
2011-03-01,-0.007524595478575429
2011-04-01,0.05858159254438069
2011-05-01,-0.001886891460253889
2011-06-01,-0.01953068770772738
2011-07-01,0.0017495020476110974
2011-08-01,-0.01757704806051037
2011-09-01,-0.009181458769005177
2011-10-01,0.061206767903799676
2011-11-01,0.027465386066594013
2011-12-01,0.020646718935130287
2012-01-01,0.0023164862222554393
2012-02-01,0.02670404666739174
2012-03-01,0.024008463144776702
2012-04-01,-0.022038854893828216
2012-05-01,-0.012060673535025027
2012-06-01,0.037135227015219124
2012-07-01,0.03474564131792797
2012-08-01,0.0015395981351061458
2012-09-01,0.038904069844000265
2012-10-01,-0.007877089192155946
2012-11-01,-0.021263493258153982
2012-12-01,-0.01713265483030247
2013-01-01,0.05238328945454107
2013-02-01,0.008161302466115981
2013-03-01,0.04358940442738662
2013-04-01,-0.004125241595887025
2013-05-01,0.005999565705603933
2013-06-01,-0.020111326897414045
2013-07-01,0.040230839774695853
2013-08-01,-0.05298160966398288
2013-09-01,-0.0038722510607396006
2013-10-01,0.03268295948433443
2013-11-01,0.04087179548720901
2013-12-01,0.00310486892349642
2014-01-01,-0.05516905481574461
2014-02-01,0.02550896360275553
2014-03-01,0.03229121323138385
2014-04-01,0.03123470345111325
2014-05-01,-0.024942961607355117
2014-06-01,-0.0018976120630807799
2014-07-01,-0.004603558051619311
2014-08-01,0.049251802304166634
2014-09-01,-0.0003381752572209344
2014-10-01,0.0031062477003455198
2014-11-01,0.04741938144628085
2014-12-01,-0.012315029322344094
2015-01-01,-0.03140710723825351
2015-02-01,0.03950023906836361
2015-03-01,-0.015171826518436318
2015-04-01,-0.006353289114897257
2015-05-01,-0.007626278592303468
2015-06-01,-0.030760122430455342
2015-07-01,0.018961732421014992
2015-08-01,-0.08551753012080021
2015-09-01,-0.005552315196155186
2015-10-01,0.0392726427857502
2015-11-01,0.005235398209666833
2015-12-01,0.018686985605908243
2016-01-01,0.004891741929556288
2016-02-01,0.0004662472815625129
2016-03-01,0.0710741860457117
2016-04-01,-0.02051140554549678
2016-05-01,0.0312116515727401
2016-06-01,0.0211327603065936
2016-07-01,0.03896371872993421
2016-08-01,-0.01248560941946058
2016-09-01,0.00043452732181110823
2016-10-01,-0.02335818924820033
2016-11-01,0.006017384985284193
2016-12-01,0.011578812563792097
2017-01-01,0.003252484069788146
2017-02-01,0.04326048603393503
2017-03-01,0.010275314578636415
2017-04-01,0.02957915488199912
2017-05-01,0.007800891272445726
2017-06-01,-0.003225422603811166
2017-07-01,0.035173216208031814
2017-08-01,0.01643066186374809
2017-09-01,0.014489445976219043
2017-10-01,0.04535207262362972
2017-11-01,0.043588212364085964
2017-12-01,0.014107656548883674
2018-01-01,0.03926620757727684
2018-02-01,-0.041685322579864396
2018-03-01,-0.023387527575699008
2018-04-01,-0.0245966563972045
2018-05-01,0.020621988025727823
2018-06-01,-0.0034960460689115688
2018-07-01,0.08062651460159842
2018-08-01,0.01593836026739999
2018-09-01,0.03328234337220176
2018-10-01,-0.07506003890552396
2018-11-01,0.08133283038923313
2018-12-01,-0.07397411655065737
2019-01-01,0.039388154259662446
2019-02-01,0.01566318079550176
2019-03-01,0.014461074968678342
2019-04-01,-0.004340435558040571
2019-05-01,-0.04525612974276267
2019-06-01,0.05987149495013593
2019-07-01,-0.011283577350579343
2019-08-01,-0.018204967758764713
2019-09-01,0.014087261876379908
2019-10-01,0.037897030680353085
2019-11-01,0.020400229096127147
2019-12-01,0.022349421969269038
2020-01-01,-0.011488593607725707
2020-02-01,-0.08988542914480799
2020-03-01,-0.08736205254175426
2020-04-01,0.09221127895874884
2020-05-01,0.020975831015495917
2020-06-01,0.010005594954498218
2020-07-01,0.048633986086554296
2020-08-01,0.07115817951939761
2020-09-01,-0.0066038504112819404
2020-10-01,-0.0036301012903276445
2020-11-01,0.09524186541283763
2020-12-01,0.004310769461698852
2021-01-01,-0.00044501208368560104
2021-02-01,-0.017248234001670065
2021-03-01,0.05660429774559551
2021-04-01,0.03349393084414386
2021-05-01,0.017781701827128613
2021-06-01,0.011520123731219339
2021-07-01,0.0466627683851875
2021-08-01,0.04376173174002099
2021-09-01,-0.056710691865972884
2021-10-01,0.07421511661091403
2021-11-01,0.04557200979134543
2021-12-01,0.0735225844682716
2022-01-01,-0.05341505433882774
2022-02-01,-0.05924790989180993
2022-03-01,0.0593293042924528
2022-04-01,-0.020655223128313915
2022-05-01,-0.022228840634890962
2022-06-01,-0.06275765028983846
2022-07-01,0.037616463221147596
2022-08-01,-0.04617734957355357
2022-09-01,-0.07981850031517046
2022-10-01,0.08560821251290189
2022-11-01,0.08864963677097334
2022-12-01,-0.019983815120661736
2023-01-01,-0.03906642101768244
2023-02-01,-0.03166889550809563
2023-03-01,0.06913495311168887
2023-04-01,0.034773134478139955
2023-05-01,-0.0370642107902901
2023-06-01,0.04652739396366657
2023-07-01,0.024832885537260676
2023-08-01,0.0004120237621831087
2023-09-01,-0.036678477503356156
2023-10-01,0.0026150975778693433
2023-11-01,0.022908672390323938
2023-12-01,-0.0009350594248116178
2024-01-01,0.045497649098256446
2024-02-01,0.027073612355926074
2024-03-01,0.022137180737463548
2024-04-01,-0.038772156321083315
2024-05-01,0.05569188930202864
2024-06-01,0.015235115529139425
2024-07-01,0.02457984526446903
2024-08-01,0.06546574139373317
2024-09-01,0.02113155686597135
2024-10-01,-0.022726136495103588
2024-11-01,0.06020857738669989
2024-12-01,-0.04437030916339571
2025-01-01,0.04117237009365665
2025-02-01,0.03431781307150866
2025-03-01,-0.0358035437106414
2025-04-01,-0.0031799362826137726
2025-05-01,0.027909591703613536
2025-06-01,0.011475358700696405
2025-07-01,-0.010071970030771284
2025-08-01,0.013105883659028036
2025-09-01,0.03551411996963524
2025-10-01,0.009636725198775736
2025-11-01,0.03540352444818012
2025-12-01,-0.013335402818216662
2026-01-01,0.05930525691443478
2026-02-01,0.021532593630034094
2026-03-01,-0.01391218176580619
2026-04-01,0.0036068412223495736
2026-05-01,-0.017073969386828633
2026-06-01,-0.005378708692522438
2026-07-01,0.015246753548793035
