,equal_weight,cap_weighted,min_variance,mean_variance,risk_parity,momentum
2012-05-01,-0.048252098236091286,-0.03666701158640436,-0.006805695297289531,-0.018083435500937196,-0.030518767125534238,-0.018519897200573853
2012-06-01,0.04578159378198723,0.05326521488947178,0.04777442157989464,0.04246685595220615,0.0485096928234624,0.05139872758234888
2012-07-01,0.02161736064234842,0.017930005036189592,0.036242667070946526,0.03174218771167851,0.027317477140911494,0.020630268604223213
2012-08-01,0.005688082780227475,0.009022852126850186,-0.0010318515919136642,-0.023971303990806745,0.0012332747030312859,-0.005659609870351265
2012-09-01,0.030354047083761625,0.01614676818668487,0.035812373278122735,0.03731811628162686,0.030086259297771496,0.033895481174803815
2012-10-01,-0.01319000824626169,-0.009592928223572366,-0.006212762647637091,-0.0283805330523729,-0.011299729134017868,-0.02524075065097835
2012-11-01,-0.0045691251953419824,-0.02430875641718372,-0.015741949980439297,-0.005222103224505563,-0.006714740148408125,-0.002062815006464633
2012-12-01,0.004018308864166243,-0.009807497210215801,-0.02218267460880719,-0.017518254154668206,-0.006405192675643915,0.004943517812962568
2013-01-01,0.0656762816546535,0.0496688894289041,0.05613271868123158,0.04921181253104974,0.06107221943868843,0.06503650703073163
2013-02-01,0.012894427221719832,0.014746812160066772,0.012063829494632168,0.012351875647764415,0.015221609376463585,0.02427468696485558
2013-03-01,0.027091523977424276,0.03622023521612336,0.04184612803523394,0.05472348602541759,0.03560181476640055,0.0269803004895473
2013-04-01,0.02882056046272655,0.052219557719939066,0.008802499909134242,0.029302293511162623,0.0256282807889223,0.036780598981113265
2013-05-01,0.01336326394118585,0.010087479877613876,-0.0026592018806287274,-0.015664182252478183,0.005872185617600228,-0.004978419117251399
2013-06-01,-0.009571767464101724,-0.004455961875223239,-0.010555571255982296,-0.01257180154560532,-0.007554992026488907,0.006614630890226233
2013-07-01,0.03254812825671364,0.01153096189496369,0.04481079533522804,0.026440305293765946,0.03514389685594114,0.058648032717759396
2013-08-01,-0.040975452921578046,-0.027298016043072467,-0.05450799517468238,-0.048767253549480666,-0.044229946438966945,-0.05226710741010912
2013-09-01,0.012443787531189333,0.004934833707209265,-0.0027734877718709,0.02744447544479253,0.008454221594510938,0.021099603878224897
2013-10-01,0.041442396885451385,0.049139754911773276,0.03877460571354548,0.038390538175574404,0.04327620376617375,0.055846372033150175
2013-11-01,0.046263333478182185,0.05734065823998287,0.038893996478572966,0.0359627943543877,0.044231599166591244,0.05997504971481931
2013-12-01,0.021198712691227698,-0.0008745379200955631,0.00966392325975509,0.04596272366908971,0.015470645002990682,0.013827571113085097
2014-01-01,-0.042207245186960035,-0.033260010202073795,-0.057657156934818043,-0.04034988873956636,-0.04847970151944637,-0.03547263624855937
2014-02-01,0.04219719099713869,0.031211134899418142,0.0284477800283755,0.05852479203829526,0.038957906468185706,0.05517487376520647
2014-03-01,0.02968439084059364,0.03842057007034524,0.03435769096207712,0.019191106804324363,0.030319948475902754,0.03380014925856907
2014-04-01,0.016757280038532964,0.009476388692538222,0.03246984401952973,0.011046030377681685,0.021781343257748928,-0.01088796509111155
2014-05-01,-0.006639499878530009,-0.007359004192813036,-0.01996994741807151,0.004648820479563134,-0.009705198857333246,0.013466569524318184
2014-06-01,0.01294176809574973,0.007865746654352874,-0.004158724703831448,0.028206585128188386,0.008226842547628024,0.023104873296248583
2014-07-01,-0.01393625700967275,-0.004051277356323585,-0.01192192847205854,-0.022072076614513745,-0.01455270685144007,-0.017893754370944266
2014-08-01,0.04215373097873726,0.041943229169878304,0.04678327945099185,0.047933212642302866,0.042155587282826104,0.04535515178144489
2014-09-01,-0.005582687250188638,0.0055198658810659655,0.00991734141888836,-0.014102508623534472,-0.0007424263709169637,-0.020661518096646212
2014-10-01,0.009551655990823457,0.008507188893999571,-0.021830406820431043,0.019500770516395136,0.004841794028579744,0.029533471959899568
2014-11-01,0.027371011424217693,0.03909266156210378,0.04248888921421323,0.022705480466828874,0.03366291566008958,0.013569732643755418
2014-12-01,-0.009068819740172549,-0.012734569702335347,-0.018186010528576758,0.005238272708775358,-0.010588173709434876,-0.009141793185696283
2015-01-01,-0.055235883332025136,-0.06510924242066227,-0.04601973304981551,-0.021857807949295104,-0.049215370146848576,-0.060700095804828144
2015-02-01,0.059892933576323484,0.057619166486193696,0.03878301880108126,0.08091187824854401,0.052548436306549526,0.05156503260530988
2015-03-01,-0.024508459292938756,-0.033555165430352286,-0.028546653761734958,-0.004581900105312337,-0.025004563359813096,-0.023521773436056995
2015-04-01,0.02587147450386371,0.050136953897321555,0.002976098221870581,-0.011723777072825157,0.016761838672447463,0.019191383677553128
2015-05-01,0.0011944501427982829,-0.011138467122870685,-0.0040693422716967425,0.0219367145070423,-0.0007487752179696024,0.009120761840357398
2015-06-01,-0.019770735988018498,-0.03451499217722934,-0.028194137047262136,-0.017561977323263853,-0.02329824236831656,-0.015844011289765533
2015-07-01,0.012623738289300475,0.03097522930599648,0.012985911987037538,0.040538044303414934,0.014668113658575087,0.03943584315125828
2015-08-01,-0.07091147890375593,-0.07305757621345875,-0.06994866869066647,-0.0917772193241163,-0.07196084764543838,-0.08516177709316734
2015-09-01,-0.015899913625078855,-0.001790807649724905,0.004075577049830046,-0.0036992201144584952,-0.008542046873323876,-0.004707096204406934
