,regime_cvar_rho0.5
2000-03-01,-0.01368065142165592
2000-04-01,0.00391526476106011
2000-05-01,0.04260143395693558
2000-06-01,-0.05449776602916696
2000-07-01,0.02039131322351732
2000-08-01,0.02016952929717383
2000-09-01,-0.00530526764208537
2000-10-01,-0.021578910763805213
2000-11-01,0.03594342235675757
2000-12-01,0.0372983899674438
2001-01-01,0.012801803000479804
2001-02-01,-0.03652325214782153
2001-03-01,-0.03892006745323046
2001-04-01,0.06481349548266274
2001-05-01,0.017767493883993696
2001-06-01,-0.02523241680028368
2001-07-01,0.014782287839306124
2001-08-01,-0.06535171343756893
2001-09-01,-0.02893547854186562
2001-10-01,0.050037682432187924
2001-11-01,0.0449856903538573
2001-12-01,0.03748010223749265
2002-01-01,-0.015876762662297303
2002-02-01,0.03458860663131321
2002-03-01,0.023311580861780472
2002-04-01,-0.042186115095891784
2002-05-01,-0.012793680003288321
2002-06-01,-0.007392842378798953
2002-07-01,-0.046683205127350545
2002-08-01,0.01656700507910464
2002-09-01,-0.08029580285035906
2002-10-01,0.07375475676720544
2002-11-01,0.00419682445402557
2002-12-01,-0.022669359831330862
2003-01-01,-0.009877896612641095
2003-02-01,-0.008087252576004924
2003-03-01,0.06174282122080106
2003-04-01,0.009808017842661101
2003-05-01,0.006937350748250355
2003-06-01,-0.004430734169739092
2003-07-01,0.0289182468604146
2003-08-01,0.02740738675571246
2003-09-01,-0.008985091036287609
2003-10-01,0.07166999787071104
2003-11-01,-0.01344312441739635
2003-12-01,0.03923796153958444
2004-01-01,7.05970165167383e-05
2004-02-01,0.05205584429251231
2004-03-01,-0.0008475930617060887
2004-04-01,-0.003986991538944148
2004-05-01,0.004753005655202875
2004-06-01,0.014615130919350695
2004-07-01,-0.02752991055437272
2004-08-01,0.015070104134694659
2004-09-01,-0.000993609103535504
2004-10-01,0.01719744221135038
2004-11-01,0.027599748920366603
2004-12-01,0.024724389460847793
2005-01-01,0.004466563877742447
2005-02-01,0.035481719106146635
2005-03-01,-0.008029265392863924
2005-04-01,-0.038554738264963334
2005-05-01,0.0045551078245690355
2005-06-01,-0.019380544517269407
2005-07-01,0.03379772605516374
2005-08-01,-0.014916768932036481
2005-09-01,0.025461523786022105
2005-10-01,-0.023672354741774485
2005-11-01,0.028411424362729466
2005-12-01,-0.014886399249858163
2006-01-01,0.031921935608473936
2006-02-01,0.011334517919622592
2006-03-01,0.005678959738180079
2006-04-01,0.015978686106940723
2006-05-01,-0.0011833038845915607
2006-06-01,-0.0024723364742376217
2006-07-01,-0.00114617852145423
2006-08-01,0.04093482878311593
2006-09-01,0.018931453257004845
2006-10-01,0.04226924524483324
2006-11-01,0.01346396017949425
2006-12-01,-0.002653016414875314
2007-01-01,-0.008083515206317978
2007-02-01,-0.02144453015395727
2007-03-01,0.005570296108629682
2007-04-01,0.05175833727258752
2007-05-01,0.020753576207493518
2007-06-01,-0.015249518902115131
2007-07-01,0.0042759723562526475
2007-08-01,0.02599995973439421
2007-09-01,0.05794525181766435
2007-10-01,0.0065142319857140855
2007-11-01,0.027431484302736075
2007-12-01,0.005527122433319626
2008-01-01,-0.043849260944672744
2008-02-01,-0.011486528928549188
2008-03-01,0.0350287482571512
2008-04-01,0.05656107178980198
2008-05-01,-0.019460812683522958
2008-06-01,-0.06972554930882767
2008-07-01,0.03228706691808185
2008-08-01,0.019963628603067995
2008-09-01,-0.022307864974272017
2008-10-01,-0.09874722125763528
2008-11-01,0.014819008445353488
2008-12-01,0.002196039414376252
2009-01-01,-0.09835469672641643
2009-02-01,-0.08122895998895073
2009-03-01,0.04150907032921932
2009-04-01,0.010690439033460373
2009-05-01,0.03331899968120954
2009-06-01,-0.010424025253643011
2009-07-01,0.062106373015905034
2009-08-01,-0.00028956589664858
2009-09-01,0.0002604127120781852
2009-10-01,0.008010198390943461
2009-11-01,0.07112291969700935
2009-12-01,-0.016963348322491207
2010-01-01,-0.03551188683187431
2010-02-01,0.014841348428293264
2010-03-01,0.03132208195414366
2010-04-01,-0.010783025246384073
2010-05-01,-0.06254538751300047
2010-06-01,-0.02901039772131523
2010-07-01,0.04458000721169887
2010-08-01,-0.018425097134594753
2010-09-01,0.052566977446129294
2010-10-01,0.05691411743257876
2010-11-01,-0.000717477942588009
2010-12-01,0.03624626745110521
2011-01-01,0.055705998243106854
2011-02-01,0.0034527597052740723
2011-03-01,-0.007820298256786568
2011-04-01,0.05489805392754338
2011-05-01,-0.0009961614350073123
2011-06-01,-0.023460964974599964
2011-07-01,0.0011272879953318567
2011-08-01,-0.01582073649106023
2011-09-01,-0.009808923196315697
2011-10-01,0.05833860689490848
2011-11-01,0.026760753922373787
2011-12-01,0.020939386567702997
2012-01-01,0.00355418027288836
2012-02-01,0.02659768791361347
2012-03-01,0.023733488299923996
2012-04-01,-0.02222137545028488
2012-05-01,-0.01778435953286229
2012-06-01,0.03713060546277217
2012-07-01,0.03467331936632172
2012-08-01,0.008070892278991961
2012-09-01,0.040491831112495935
2012-10-01,-0.010100891892653459
2012-11-01,-0.017881444246548656
2012-12-01,-0.019066959939356334
2013-01-01,0.06150100723752532
2013-02-01,0.00619175523812752
2013-03-01,0.03629521689642063
2013-04-01,-0.0048812203711255395
2013-05-01,0.007174938697692317
2013-06-01,-0.02000624472946968
2013-07-01,0.04067230013934708
2013-08-01,-0.05174465476444997
2013-09-01,-0.0010140573063129768
2013-10-01,0.03156803202782164
2013-11-01,0.03989130482954081
2013-12-01,0.01387696641149035
2014-01-01,-0.06253949416478664
2014-02-01,0.03226585961283919
2014-03-01,0.029008534033057278
2014-04-01,0.03583267557761117
2014-05-01,-0.029037528884432943
2014-06-01,-0.004026697708627322
2014-07-01,-0.0023012902529473606
2014-08-01,0.043464389176462566
2014-09-01,-0.002963843114124205
2014-10-01,-0.014388932787892232
2014-11-01,0.040619931136470055
2014-12-01,-0.012769649827719476
2015-01-01,-0.04226457485829611
2015-02-01,0.05216683075623169
2015-03-01,-0.015155216492861704
2015-04-01,0.0044603182830200445
2015-05-01,-0.0022775845533982435
2015-06-01,-0.027717027397696166
2015-07-01,0.015874760904516796
2015-08-01,-0.08462621004703005
2015-09-01,-0.001572900829426543
2015-10-01,0.027029583471777474
2015-11-01,0.003696621988913365
2015-12-01,0.008978735695356732
2016-01-01,-0.016102217114045903
2016-02-01,0.008909617629383451
2016-03-01,0.07498442706468948
2016-04-01,0.006866076197759667
2016-05-01,0.028470486842929108
2016-06-01,0.01963474894548361
2016-07-01,0.029342582531432394
2016-08-01,-0.015433011627576099
2016-09-01,-0.006802529214657121
2016-10-01,-0.020410977029476984
2016-11-01,0.01606788675985716
2016-12-01,0.013077628118126652
2017-01-01,-0.0028626853340799415
2017-02-01,0.046250873948111164
2017-03-01,0.0060287156441286
2017-04-01,0.023790740190662286
2017-05-01,0.022763925498760187
2017-06-01,0.006755960166940982
2017-07-01,0.01092121280741466
2017-08-01,0.018022007861727262
2017-09-01,0.025624374699439477
2017-10-01,0.048273283503594645
2017-11-01,0.02915331930743164
2017-12-01,0.0163355781765737
2018-01-01,0.043947130888619054
2018-02-01,-0.04623610153003105
2018-03-01,-0.021920572100456445
2018-04-01,-0.013814973452926317
2018-05-01,0.0032294514750523876
2018-06-01,-0.0016094899497498733
2018-07-01,0.0808883892986058
2018-08-01,0.017486205780663747
2018-09-01,0.035098824573178894
2018-10-01,-0.08686602817162119
2018-11-01,0.08177612417222842
2018-12-01,-0.06959815749097041
2019-01-01,0.027412635944995024
2019-02-01,0.015302678577472624
2019-03-01,0.013245416088009537
2019-04-01,0.009323016329012657
2019-05-01,-0.04452788430854992
2019-06-01,0.06585095952433977
2019-07-01,-0.013378412506608445
2019-08-01,-0.02845717423236842
2019-09-01,0.020000586152555018
2019-10-01,0.04503633273221338
2019-11-01,0.021110571323405422
2019-12-01,0.03060943203175988
2020-01-01,-0.0101549269026535
2020-02-01,-0.0738913803471706
2020-03-01,-0.07033508844610964
2020-04-01,0.0781183529778841
2020-05-01,0.022025171531463075
2020-06-01,0.017645500800525425
2020-07-01,0.05977629614838216
2020-08-01,0.06987161316209084
2020-09-01,-0.005373334152343272
2020-10-01,-0.001272675153171337
2020-11-01,0.07522360915400608
2020-12-01,0.012296443779487925
2021-01-01,-0.009755916433480179
2021-02-01,0.011142323851898646
2021-03-01,0.0648121199675456
2021-04-01,0.023901800648735955
2021-05-01,0.017359238151486798
2021-06-01,0.004341178224251982
2021-07-01,0.04782573545607893
2021-08-01,0.03821041924546973
2021-09-01,-0.05852829640899029
2021-10-01,0.07305307750211301
2021-11-01,0.0197782599711949
2021-12-01,0.07461664070117509
2022-01-01,-0.041336329889631894
2022-02-01,-0.05156053047340589
2022-03-01,0.07307035340002227
2022-04-01,-0.02503008563553835
2022-05-01,-0.022177653969355744
2022-06-01,-0.06806049905298978
2022-07-01,0.04668992108480419
2022-08-01,-0.047377869666773015
2022-09-01,-0.07774083112156123
2022-10-01,0.09826689460772567
2022-11-01,0.09029553043176045
2022-12-01,-0.02308448567379086
2023-01-01,-0.030218567490585706
2023-02-01,-0.031743818658217834
2023-03-01,0.05604139326498619
2023-04-01,0.022128411915049554
2023-05-01,-0.025698115170730524
2023-06-01,0.047074294749352256
2023-07-01,0.02656472727781527
2023-08-01,0.0017496136452069032
2023-09-01,-0.04249286501356175
2023-10-01,-0.023103005522797124
2023-11-01,0.018720433634225462
2023-12-01,0.0023600264168847094
2024-01-01,0.03073508089935298
2024-02-01,0.026690103377301006
2024-03-01,0.024673793244957856
2024-04-01,-0.04353214030770811
2024-05-01,0.04578840870964039
2024-06-01,0.009953544567066137
2024-07-01,0.03372120583584266
2024-08-01,0.0732134733352522
2024-09-01,0.009611339386244564
2024-10-01,-0.012381830512851433
2024-11-01,0.06366768308774799
2024-12-01,-0.04465444058624302
2025-01-01,0.053770794233400816
2025-02-01,0.03187390369364293
2025-03-01,-0.04445703926792139
2025-04-01,0.0025696223953773135
2025-05-01,0.02287962908323453
2025-06-01,0.009886596601002997
2025-07-01,-0.00403263572313318
2025-08-01,0.028044215327759497
2025-09-01,0.03891468859393254
2025-10-01,0.012716053617707095
2025-11-01,0.06662901192986274
2025-12-01,-0.003591885131694258
2026-01-01,0.06851284065161757
2026-02-01,0.050343376472228904
2026-03-01,-0.016112719103941305
2026-04-01,0.0033895142988288273
2026-05-01,-0.01909260543196278
2026-06-01,0.03143448343154385
2026-07-01,0.018035964859628807
