,var_estimate
2000-03-01,0.024102215833499613
2000-04-01,0.08891003876610871
2000-05-01,0.07694056647124452
2000-06-01,0.07996198697793963
2000-07-01,0.07661107693720398
2000-08-01,0.0648789497594905
2000-09-01,0.05952435421800501
2000-10-01,0.05737543829928101
2000-11-01,0.04333709303998422
2000-12-01,0.05639457763664279
2001-01-01,0.06812666431409029
2001-02-01,0.05995671659839461
2001-03-01,0.03235737062266198
2001-04-01,0.06636965140747006
2001-05-01,0.0677154421808643
2001-06-01,0.06466736595608505
2001-07-01,0.04180486792545381
2001-08-01,0.04290139903866162
2001-09-01,0.037510425459903504
2001-10-01,0.04928914944918933
2001-11-01,0.0646836580060326
2001-12-01,0.06454799360610611
2002-01-01,0.05493678006208469
2002-02-01,0.045158894868565384
2002-03-01,0.04297588713850521
2002-04-01,0.04517187751816668
2002-05-01,0.04671399976881269
2002-06-01,0.04474540421635528
2002-07-01,0.04343660289392521
2002-08-01,0.0434366025907996
2002-09-01,0.060942758364249026
2002-10-01,0.05956998803373766
2002-11-01,0.0648548284192249
2002-12-01,0.06485482866686389
2003-01-01,0.03896148906018267
2003-02-01,0.06485482842174208
2003-03-01,0.06485482873374686
2003-04-01,0.0648548286193199
2003-05-01,0.038961475870880835
2003-06-01,0.03896147373018413
2003-07-01,0.05359524407068313
2003-08-01,0.08503072521526692
2003-09-01,0.05359524579782691
2003-10-01,0.08498401219097501
2003-11-01,0.08039346051259233
2003-12-01,0.07474256250168043
2004-01-01,0.07355058222553734
2004-02-01,0.07370724847748371
2004-03-01,0.07370724895381357
2004-04-01,0.07370724925468893
2004-05-01,0.07370724883759851
2004-06-01,0.05766131016209624
2004-07-01,0.07370724041229144
2004-08-01,0.05766129959311361
2004-09-01,0.04827772450585141
2004-10-01,0.03922500463928324
2004-11-01,0.0384774912079418
2004-12-01,0.05552311192560661
2005-01-01,0.06637405469032652
2005-02-01,0.07329928641927813
2005-03-01,0.07078285080309765
2005-04-01,0.03963728466915859
2005-05-01,0.029428138996340156
2005-06-01,0.03812294097101245
2005-07-01,0.03692413766672835
2005-08-01,0.03499347240101677
2005-09-01,0.03204265446114095
2005-10-01,0.028409411367598367
2005-11-01,0.027300999342617555
2005-12-01,0.030263466171506256
2006-01-01,0.029093979386487934
2006-02-01,0.029093973224122344
2006-03-01,0.024955818380382622
2006-04-01,0.024171853678179384
2006-05-01,0.023640923877467863
2006-06-01,0.023640923911211923
2006-07-01,0.03802827971369634
2006-08-01,0.02364092264991917
2006-09-01,0.024561932418962838
2006-10-01,0.01921485760213564
2006-11-01,0.018091131205799076
