,CAT,DIS,IBM,JNJ,JPM,KO,MMM,MSFT,PFE,PG,WMT,XOM
2017-09-01,0.1652393042499724,3.834643749336699e-09,0.06756195056423689,0.05000010130491183,6.720123698724966e-09,0.2499999612174659,0.13476066514277807,0.026964930491461522,0.24999988102203993,7.4990475846701e-09,0.05547317000068701,1.7952631437467775e-08
2017-10-01,0.16523925462791345,4.431455322277913e-11,0.06756185503115004,0.050000001676159395,7.823796298382884e-11,0.24999999962149624,0.13476074500984875,0.026965033099997652,0.24999999812400062,8.831062841080867e-11,0.055473112389510595,2.0906000982534742e-10
2017-11-01,0.16523925486452684,4.9531765612154424e-11,0.06756185547360702,0.05000000208705805,8.756062534582616e-11,0.24999999958268357,0.13476074472922317,0.026965032669145513,0.24999999769103254,9.889280362068681e-11,0.055473112433744365,2.329937590636588e-10
2017-12-01,0.1652392557851757,6.590972751610982e-11,0.06756185716487025,0.050000003606942324,1.1704888931720585e-10,0.24999999952631868,0.13476074367292448,0.026965031045790164,0.24999999610477247,1.368223988732735e-10,0.05547311244811003,3.2531476711497304e-10
2018-01-01,0.16523925572984158,6.58313954560894e-11,0.06756185706920524,0.05000000348713866,1.166376128125086e-10,0.24999999956374436,0.1347607437260433,0.02696503115131549,0.24999999622848706,1.3813503209193534e-10,0.055473112394451705,3.291683059869943e-10
2018-02-01,0.16523925563225164,6.568219988497525e-11,0.06756185691169511,0.05000000328665497,1.1671539415385162e-10,0.24999999960842423,0.1347607438164092,0.026965031323761487,0.24999999643245707,1.384915254591758e-10,0.05547311233906791,3.2838926889513015e-10
2018-03-01,0.16523925567358566,6.591711852250874e-11,0.06756185697546448,0.05000000337494673,1.170153779423705e-10,0.24999999958507324,0.13476074377830358,0.026965031251120528,0.24999999634180445,1.386611560635885e-10,0.05547311236771455,3.3039296609037253e-10
2018-04-01,0.12139880777675893,4.966128261636414e-10,0.06756188549367136,0.049999999970483516,1.049555932493025e-08,0.2493135895398729,0.17860119122226698,0.08312451422021434,0.24999999917341814,5.581425949181915e-10,3.95022405041112e-10,6.579767288265169e-10
2018-05-01,0.0751188245087258,1.231731682140687e-09,0.06756193830638241,0.04999999805434033,1.884422747183666e-09,0.19559368195808763,0.2248811713543912,0.13684438171843813,0.24999999726217775,1.4080101592644374e-09,8.151074535315111e-10,1.4981845738606885e-09
2018-06-01,0.05000001265145339,1.848025875746198e-10,0.12256654928281553,0.04999999984453549,2.2749098849954e-10,0.12399693692007008,0.24999998684883623,0.15343651372018982,0.24999999957537467,2.5357887368575825e-10,1.951308092675378e-10,2.957213958320902e-10
2018-07-01,0.05000000049234696,8.325730232823231e-11,0.12256650850677919,0.049999999921974014,4.4870326406586336e-10,0.1239969542823304,0.24999999919585358,0.15343653688903047,0.24999999984732965,1.0967521833114973e-10,8.139077889358878e-11,1.4132915828255178e-10
2018-08-01,0.05000000050036782,8.173880265575389e-11,0.12256650856282815,0.04999999992304607,4.2599173865301376e-10,0.12399695425585273,0.2499999991962621,0.1534365368765819,0.24999999985001817,1.0794715101866624e-10,7.990304151385617e-11,1.394624401798218e-10
2018-09-01,0.050000000500494086,7.697230149260888e-11,0.12256650859453268,0.049999999933216105,3.8425988485982683e-10,0.1239969542449641,0.24999999920407057,0.15343653689824524,0.24999999985262084,1.0253050352316553e-10,7.557146304493182e-11,1.3252201209330716e-10
2018-10-01,0.050000000511654805,7.724178067530216e-11,0.122566508603091,0.049999999933279186,3.9840170268115175e-10,0.12399695424213575,0.24999999920328322,0.15343653686934788,0.24999999984856272,1.0350360545876379e-10,7.543131812694132e-11,1.3406666478240907e-10
2018-11-01,0.05000000051989291,7.370419230230067e-11,0.12256650862692889,0.049999999937717955,3.794611223825657e-10,0.12399695423556809,0.2499999992079828,0.1534365368650564,0.24999999985410798,9.901933153510614e-11,7.214712563452132e-11,1.284131816918779e-10
2018-12-01,0.04999999602079187,3.4481630997642944e-09,0.022566530987970623,0.05000000113857756,0.019278800414844626,0.12399715598290532,0.24999999619061095,0.15343654208738977,0.24999999678311285,0.08072096834653276,5.443051152452681e-09,3.15604963104267e-09
2019-01-01,0.041398925228059,2.0325064695842063e-09,1.530958760009228e-08,0.05000000095428648,0.048033223231429036,0.19524270639393693,0.24999999764992106,0.15343654098856163,0.24999999679976342,0.01188858731313819,1.56665187652834e-09,2.532158502505104e-09
2019-02-01,0.05196676014702446,1.1268790234619352e-09,2.052986313417717e-09,3.6601744490390816e-09,3.648087145794452e-08,0.2028982980674148,0.2480332294944414,0.2039287153522205,0.2499999969709002,0.04317295513340851,1.004192755395352e-09,5.094861155559067e-10
2019-03-01,0.11492602531868118,2.4652284417864304e-09,5.253405097888068e-09,3.1585997190363373e-09,3.861035545656321e-09,0.23993885270282936,0.1850739656531473,0.16688820625290746,0.2499999935692172,0.04317293808687104,2.3682060029278645e-09,1.3098718457070181e-09
2019-04-01,0.14429272820794573,8.963590755799448e-10,0.0032467040885180757,1.748602902667224e-09,7.613685413878332e-10,0.24999999879852672,0.1557072709981375,0.1467532922992358,0.24999999943325624,0.050000000262981036,2.1598224896023836e-09,3.452422248811195e-10
2019-05-01,0.1442927318186318,5.948568841687857e-10,0.003246707384630884,1.1490512609408604e-09,4.406301908034172e-10,0.24999999954319788,0.15570726751178615,0.1467532895025608,0.24999999958923927,0.0500000003582736,1.9287053397180956e-09,1.78436329918917e-10
2019-06-01,0.1442927318765166,6.117271848141588e-10,0.003246707221616675,1.186334980145125e-09,4.5250468417239807e-10,0.24999999952253618,0.1557072674106078,0.1467532895498789,0.2499999995752538,0.05000000037580281,2.0337121467890485e-09,1.8350882213089303e-10
