,CAT,DIS,IBM,JNJ,JPM,KO,MMM,MSFT,PFE,PG,WMT,XOM
2000-03-01,0.13143833642243646,3.98700855932727e-10,0.159500049171158,1.3583359446453843e-10,0.002969478246951851,2.6925700532967145e-11,0.16856166337293402,3.0038420676995467e-10,0.05381953235957525,0.18050706281753637,0.05320387686735921,0.24999999988020397
2000-04-01,0.03143833760694441,5.098902788147027e-10,0.15950004911578927,6.30890651167612e-11,0.022088335243172542,5.430281084880776e-11,0.24944280597640694,2.1585660929639943e-10,0.053819532221789944,0.18050706258341592,0.0532038766975716,0.2499999997117707
2000-05-01,1.5795226275616693e-09,1.7122577039090655e-08,0.1595000487700497,1.844992107928331e-09,0.12153096477412341,1.1115608939426955e-09,0.24999999731566666,3.649283608316948e-08,2.4270123921742462e-08,0.16576501839939653,0.05320389212787023,0.24999999619128085
2000-06-01,3.112284892828721e-09,1.6268660109482353e-08,0.15950004942193868,5.065598313000627e-09,0.021530971505290184,1.7548159216876527e-09,0.24999999847927162,3.958287696653899e-08,2.505610841621511e-08,0.2499999912137967,0.0689689003408887,0.24999999819846944
2000-07-01,3.712474806311579e-10,1.3541539253818818e-08,0.15950004882730703,5.979954111139864e-10,0.12153092475666255,3.808319725728312e-10,0.2499999991677782,4.050564852559153e-08,2.3209675297139155e-09,0.15000006943008207,0.06896890212778241,0.24999999797215763
2000-08-01,1.1744484254928324e-10,1.1240576166008747e-08,0.15950004793617864,1.9313089377264199e-10,0.22153091271671047,1.1915550636252086e-10,0.2499999996768283,4.1082650724014096e-08,6.263440011247477e-10,0.05000008543763367,0.06896890178535928,0.24999999906798717
2000-09-01,4.4717793648721905e-10,0.05326169208471505,0.10950039631328479,7.649200244410173e-10,0.24999999312579738,4.639077696631464e-10,0.24999999914569795,0.018268989781925267,2.0836848580853107e-09,9.015599718499791e-09,0.06896891872300132,0.24999999805028802
2000-10-01,1.0631882354017841e-10,0.13213360896399323,0.03417858760382882,1.6966019953937419e-10,0.24999999924027996,1.1179264655430367e-10,0.2499999997767292,0.03939698878341065,4.6043316537593003e-10,1.126782230323539e-09,0.044290814245168224,0.24999999941160295
2000-11-01,5.580227000521136e-10,0.13213360907533264,0.07935696184629015,1.4981736732325224e-09,0.15000000211709275,3.5536237409494275e-10,0.24999999976168932,0.039396988413091576,1.4772655846571445e-09,0.011706005629546363,0.08740642957205116,0.24999999969608153
2000-12-01,7.621772210853177e-11,0.13213360825892467,0.07935694661934033,1.3213520799719652e-10,0.2499999942677292,8.034976361070428e-11,0.24999999975643997,0.03103790586354747,3.337241840098911e-10,9.100013149175047e-10,0.0074715443974119975,0.24999999930417785
2001-01-01,8.956016176973441e-10,0.1321336076901353,0.07935694662211587,1.2845019803843354e-09,0.14999999917888204,5.056605457523929e-10,0.24999999933819753,0.031037906027837462,9.91093763190553e-10,0.09999999137460175,0.007471546798169628,0.2499999992932027
2001-02-01,8.622908871218842e-10,0.1321336075370228,0.07935694669500679,1.2896161939772185e-09,0.050000000541351834,4.2701323727486217e-10,0.2499999996242042,0.031037906205242653,8.963518174618798e-10,0.1999999883814229,0.007471547894942887,0.24999999964553365
2001-03-01,6.679761171627817e-10,0.1309431391260773,0.07935694585434062,2.7019146431296166e-09,4.814470306324005e-10,1.23411953302209e-10,0.2245409970818869,0.08588790358397631,1.1824648505823463e-09,0.1766494652290226,0.05262154429109831,0.24999999967638328
2001-04-01,9.700798752693877e-10,0.03094314481894338,0.07935694553061699,2.403221257940601e-09,1.3979449040331112e-10,2.727373201205036e-10,0.22454102840133597,0.08588790361067593,1.0193798894343834e-09,0.2499999947160167,0.07927097857742939,0.24999999953976892
2001-05-01,1.6703963083463746e-09,2.8605588074528207e-09,0.011193730197604477,4.512215829911338e-09,1.995470895029314e-10,6.791005170744648e-10,0.24999998902798795,0.08499429235253768,2.4839192581324345e-09,0.24999999839649234,0.15381197897446353,0.2499999986451762
2001-06-01,7.832308781849491e-09,2.505534166639548e-08,0.04731458933204549,1.4951306557082675e-09,2.1776318974893057e-09,3.2169106540313313e-10,0.24999999872293502,7.83934444459885e-08,3.915989174692861e-09,0.23499426307054272,0.2176910307250781,0.24999999895786104
2001-07-01,6.125977588042988e-09,0.07431076102166569,0.0550693998865614,3.55928494740954e-09,2.641077401629076e-09,9.06616357984709e-10,0.24999999844118306,0.017934488995835156,3.194136851102085e-08,0.13499427917489867,0.2176910286193655,0.2499999986861658
2001-08-01,0.03475743821110737,0.07431139678253053,0.08800202341823798,5.440953577244049e-09,4.3072508307968745e-09,8.961074302554549e-10,0.24999999656790292,0.01793426173946988,1.2095501748404012e-08,0.03499488305209736,0.24999998091506187,0.24999999657377836
2001-09-01,0.0018052785611548882,0.10082054158806468,0.05347390958733446,6.1365073864626855e-09,2.253284033505706e-09,5.821286456951742e-10,0.24999999836058298,0.013151752280152803,8.456804859625609e-09,0.08074851432790497,0.249999989815397,0.24999999805068324
2001-10-01,1.5914024838525114e-08,0.06649795544572214,0.05347390994209956,1.845905070703378e-08,2.2013683201572576e-09,4.736635443930248e-09,0.24999999575068593,0.01315174526036196,5.306295969620779e-09,0.18074845469607134,0.18612789552995676,0.24999999675772708
2001-11-01,1.83179895191098e-09,0.007545962333404711,0.025577790393249852,1.625229890229267e-09,2.452579745939005e-10,2.435239397590666e-10,0.24999999913800316,1.1494140215164005e-09,5.9711472809413e-09,0.24999999844550788,0.21687623913768178,0.2499999994857803
2001-12-01,2.1209190458993744e-09,0.021991741732060803,4.971290085596765e-08,1.9467797930850246e-09,3.145246050870111e-10,3.2518933589240006e-10,0.24999999888904922,1.2742962989466257e-09,9.846864548641433e-09,0.24999999821526098,0.22800819625294672,0.24999999936920841
2002-01-01,6.186551529342738e-09,0.015832750907176327,0.0999999291208732,1.2559302545709565e-09,1.749774707014739e-09,3.1447222274840583e-10,0.24999999891804,2.6786845780921905e-09,3.303762231930346e-09,0.15615911327561594,0.22800819329116434,0.24999999899795458
2002-02-01,0.00018119805217072164,4.864639260121087e-09,0.17517105776233213,7.399038800935807e-09,1.0353469973407227e-09,1.2511352375173967e-09,0.24999999800979816,8.326483621423164e-09,2.185749364885117e-09,0.18080667565769673,0.14384104660838584,0.24999999884722307
2002-03-01,0.03069082582907681,3.141682627922761e-10,0.24254402037580394,5.360718120283692e-10,1.0553149884888023e-10,7.888377009884699e-11,0.24999999771231382,2.961401161890156e-10,2.1836829729627085e-10,0.15124148360075418,0.07552367101377237,0.24999999991911526
2002-04-01,1.031875994131242e-08,2.9721581718294225e-09,0.17477067236841454,3.6147305066826273e-09,1.355766983975535e-09,7.881475551390283e-10,0.2499999981235182,1.5569935933621515e-08,2.6771584548826836e-09,0.18098229644512287,0.14424699772697466,0.2499999980393121
2002-05-01,5.21061845301764e-10,4.518000638322814e-10,0.14500238204250782,1.5492416808898793e-10,1.2771453212905113e-10,4.166014470603746e-11,0.24999999986317473,2.724298456823558e-10,1.9411002736515626e-10,0.1874173495802429,0.16758026687582186,0.24999999987455176
2002-06-01,0.005960151170648263,2.895843520322312e-09,0.1879323437743798,1.4312645913167733e-08,1.1635126018728114e-09,1.2713584636532215e-09,0.24999999847559268,2.322494441244484e-08,2.3828389385805037e-09,0.1752066476898183,0.13090081474455345,0.24999999889386354
2002-07-01,0.04999998655710481,7.2214341837178e-10,0.1863519223965817,5.6119132298853685e-09,3.4726341135317907e-10,3.890623933941583e-10,0.24999999961402677,0.021114420250173873,6.297782529957771e-10,0.17139106367158405,0.07114260015091096,0.2499999996594555
2002-08-01,0.0499999992769701,3.202182155993699e-10,0.18635192183713742,1.6157358117093321e-09,1.0917166567999116e-10,1.8867368198172034e-10,0.24999999988128357,0.02111442954510636,2.002825003695625e-10,0.1713910653567166,0.07114258181388657,0.2499999998548172
2002-09-01,0.049999993214400885,6.044822457453621e-10,0.08635195110254691,2.049139366405786e-09,1.579307698828875e-10,4.999187532675552e-10,0.24999999849519372,0.021114422455536946,1.0048210911645774e-09,0.24999999814387078,0.09253363327954818,0.24999999899261038
2002-10-01,3.611561865664269e-10,1.3311112428619968e-09,0.05746637569980231,1.48752111986259e-09,3.956962766375075e-11,1.3163467713357364e-10,0.24999999967680805,2.58555476291111e-09,6.0739725224576615e-09,0.24999999977106,0.1925336130250976,0.2499999998167119
2002-11-01,2.1243795141775774e-11,1.962242529490623e-11,2.2523522354120716e-11,0.09369145318924818,1.584655622801775e-12,2.783339379695971e-11,0.2336762909302213,4.362504639231021e-11,2.994205703878033e-11,0.24999999997053665,0.17263225587789888,0.24999999986571933
