,turnover
2000-03-01,0.9999999999999998
2000-04-01,0.19999997654651902
2000-05-01,0.1999999772861483
2000-06-01,0.19999992788082166
2000-07-01,0.1999998686383307
2000-08-01,0.19999987241350095
2000-09-01,5.86230684236686e-05
2000-10-01,8.782425928324543e-08
2000-11-01,1.9718786475729402e-08
2000-12-01,1.4098544899581508e-07
2001-01-01,0.199999942642007
2001-02-01,0.19937446827958574
2001-03-01,0.1999999918266874
2001-04-01,0.19999991240014914
2001-05-01,3.927733975830451e-07
2001-06-01,0.1999999661801194
2001-07-01,0.19999996150992463
2001-08-01,0.18656718869543984
2001-09-01,4.2288148782174684e-08
2001-10-01,0.19999994984521632
2001-11-01,0.19999998005212757
2001-12-01,0.06984704806156576
2002-01-01,0.19999998475440062
2002-02-01,0.12433100738905836
2002-03-01,0.05953693325592895
2002-04-01,0.17126944213676717
2002-05-01,1.8779987686609188e-07
2002-06-01,0.17126858316912427
2002-07-01,9.380908409480973e-07
2002-08-01,6.336837756340861e-09
2002-09-01,0.19999999701856835
2002-10-01,0.19999998671229996
2002-11-01,0.19999997716938836
2002-12-01,0.004072116908185553
2003-01-01,0.19999997907388933
2003-02-01,0.19999983365755541
2003-03-01,1.6361404519067035e-07
2003-04-01,4.403067925319794e-10
2003-05-01,0.19999954178697127
2003-06-01,0.06297303673258425
2003-07-01,0.19999970226119057
2003-08-01,0.11976607980101682
2003-09-01,0.10742805386413459
2003-10-01,0.19999996629003106
2003-11-01,0.19999984126419557
2003-12-01,0.14001093606458578
2004-01-01,0.06992364138144926
2004-02-01,0.19999924193605015
2004-03-01,0.08282574216240747
2004-04-01,9.540968174619363e-07
2004-05-01,3.184417478885818e-09
2004-06-01,0.19999939165516625
2004-07-01,0.19999911959856254
2004-08-01,0.1999996620527449
2004-09-01,0.1999999206237672
2004-10-01,0.08061906612026887
2004-11-01,5.884805136817389e-09
2004-12-01,0.19999998475671352
2005-01-01,0.19999976850717557
2005-02-01,0.09358495750676098
2005-03-01,5.110547246595172e-07
2005-04-01,0.19999998604124686
2005-05-01,0.1999999057933439
2005-06-01,0.19999984044418007
2005-07-01,0.19999994400687804
2005-08-01,0.19999992933034877
2005-09-01,0.1895829209044052
2005-10-01,8.864992630043646e-07
2005-11-01,4.313535229396792e-09
2005-12-01,9.61579403388573e-08
2006-01-01,0.19999954496514694
2006-02-01,0.10031369773572807
2006-03-01,0.19999994966091367
2006-04-01,0.10551474638318324
2006-05-01,0.19999995000377116
2006-06-01,0.0457117580298527
2006-07-01,0.19999996959625851
2006-08-01,0.1955019685483917
2006-09-01,0.07451246774944636
2006-10-01,0.08398435661475662
2006-11-01,2.596011787993023e-07
2006-12-01,3.226275724692729e-08
2007-01-01,5.778013463810996e-08
2007-02-01,1.175327082863688e-07
2007-03-01,2.0499970434887708e-07
2007-04-01,0.19999988413483846
2007-05-01,0.18911085067018238
2007-06-01,1.4638232743273115e-06
2007-07-01,1.2059275895553937e-09
2007-08-01,0.19999992530043909
2007-09-01,0.19999996877578124
2007-10-01,0.17840237300378786
2007-11-01,0.19999998019584247
2007-12-01,0.19999997410209683
2008-01-01,0.18822263698180106
2008-02-01,0.1999999714057728
2008-03-01,0.19999999407743596
2008-04-01,0.1999998311754028
2008-05-01,0.19999992755835067
2008-06-01,0.19999985761993025
2008-07-01,0.19999980906126208
2008-08-01,0.1999999442016989
2008-09-01,0.19999994881920144
2008-10-01,0.19999988342188013
2008-11-01,0.19999989789218048
2008-12-01,0.19999997294213143
2009-01-01,0.1999999826437938
2009-02-01,0.19999973890867648
2009-03-01,0.19999999591794843
2009-04-01,0.19999995623469677
2009-05-01,0.19999992614876796
2009-06-01,0.0730660124910116
2009-07-01,2.439979302395232e-09
2009-08-01,0.1999999948934791
2009-09-01,0.1999999176349665
2009-10-01,0.19999981511376919
2009-11-01,0.1999999744564907
2009-12-01,0.199999798106909
2010-01-01,0.19999996621191438
2010-02-01,0.07429847083901543
2010-03-01,0.18207648972707363
2010-04-01,0.059142010693263976
2010-05-01,4.797089754001267e-08
2010-06-01,0.19999990390684466
2010-07-01,0.19999996978507548
2010-08-01,0.1999999554083694
2010-09-01,0.1540009124351182
2010-10-01,3.55692871046417e-08
2010-11-01,4.1510957456425116e-08
2010-12-01,1.6049456617230004e-08
2011-01-01,2.3424646498310124e-09
2011-02-01,7.122201523640017e-09
2011-03-01,1.0041608683826026e-10
2011-04-01,4.372588845434457e-10
2011-05-01,1.2472357655275776e-10
2011-06-01,2.8388235048077865e-10
2011-07-01,2.4570391692139476e-08
2011-08-01,4.907529912096073e-09
2011-09-01,3.3917029684084724e-08
2011-10-01,9.279824529038056e-09
2011-11-01,0.19999990118593322
2011-12-01,0.1822797175059167
2012-01-01,4.753163730170057e-08
2012-02-01,2.4671030729039875e-07
2012-03-01,0.02863116359237026
2012-04-01,3.552313847388252e-07
2012-05-01,0.008048493826740825
2012-06-01,0.008048490398085351
2012-07-01,3.099134769370651e-08
2012-08-01,0.008048497829660174
2012-09-01,5.357508479301686e-09
2012-10-01,6.834788853376761e-09
2012-11-01,1.5791182559900882e-08
2012-12-01,3.9492116124207314e-08
2013-01-01,9.054233512699859e-08
2013-02-01,1.1501358180672186e-07
2013-03-01,0.19999986516839519
2013-04-01,0.06303603698756681
2013-05-01,1.1601550249352427e-07
2013-06-01,2.1514499744362784e-08
2013-07-01,0.19999996400109485
2013-08-01,0.16303463503814328
2013-09-01,1.646266369287851e-06
2013-10-01,0.1456127841749804
2013-11-01,8.613329754026346e-08
2013-12-01,0.19999999073792943
2014-01-01,0.19999970069034376
2014-02-01,0.19999994683585845
2014-03-01,0.19999997794095756
2014-04-01,0.1999999194385659
2014-05-01,0.1999999127688474
2014-06-01,0.1999998647189484
2014-07-01,0.19267065555345098
2014-08-01,4.960035595319482e-07
2014-09-01,0.1394624839779719
2014-10-01,0.13946248184537632
2014-11-01,0.19999972024757534
2014-12-01,0.1999998793181009
2015-01-01,0.008779458874616845
2015-02-01,3.9035740330136785e-08
2015-03-01,0.19999035728758177
2015-04-01,0.19999988823903586
2015-05-01,0.017734020494618915
2015-06-01,4.480788478255288e-08
2015-07-01,0.1999998230202384
2015-08-01,0.1999999695285662
2015-09-01,0.09699343978187995
