,regime_cvar_rho2.0
2000-03-01,-0.007839703084795084
2000-04-01,-0.01637884188563204
2000-05-01,0.03486927823513338
2000-06-01,-0.04688237684913955
2000-07-01,0.029396560761440718
2000-08-01,0.04294691250610005
2000-09-01,-0.03459690736534049
2000-10-01,0.0056508892653114534
2000-11-01,0.0044222416118660695
2000-12-01,0.10250453597681532
2001-01-01,0.02504585298536949
2001-02-01,-0.03994996563323271
2001-03-01,-0.04309281019568427
2001-04-01,0.06778100665479712
2001-05-01,0.020463415415062147
2001-06-01,-0.028973289753986338
2001-07-01,0.015903649856526925
2001-08-01,-0.0674721025279826
2001-09-01,-0.0445424045690886
2001-10-01,0.042310785968825884
2001-11-01,0.04545981538905367
2001-12-01,0.036674248032247184
2002-01-01,-0.009845485474878565
2002-02-01,0.032660055879476
2002-03-01,0.03193107142772201
2002-04-01,-0.03947374792407834
2002-05-01,-0.01285598111020428
2002-06-01,-0.015621825270962949
2002-07-01,-0.03790806592713615
2002-08-01,0.016466205059148784
2002-09-01,-0.08601527127830372
2002-10-01,0.07314449185121609
2002-11-01,0.0041968219698082865
2002-12-01,-0.02266935994034321
2003-01-01,-0.01043315058816696
2003-02-01,-0.008140900979476604
2003-03-01,0.06174282105793021
2003-04-01,0.009808017863794483
2003-05-01,0.004790674405485458
2003-06-01,-0.006960986805822886
2003-07-01,0.02646704436916197
2003-08-01,0.025604580180627723
2003-09-01,-0.009025182588796312
2003-10-01,0.07393852850121609
2003-11-01,-0.005595737285904482
2003-12-01,0.050079511565587966
2004-01-01,-0.007806992213550528
2004-02-01,0.06054162142355074
2004-03-01,-0.0045067203219201265
2004-04-01,-0.0025812890315249216
2004-05-01,0.0023629762739773076
2004-06-01,0.019895864956723575
2004-07-01,-0.027744289688044144
2004-08-01,0.011527803087080714
2004-09-01,-0.0011143944966954143
2004-10-01,0.017157132239290884
2004-11-01,0.027500312141295738
2004-12-01,0.02478076948349335
2005-01-01,0.006450696580424868
2005-02-01,0.05108219108196584
2005-03-01,-0.01241938417366253
2005-04-01,-0.04376843862601541
2005-05-01,0.0047921655337894295
2005-06-01,-0.019773815598442712
2005-07-01,0.023124373663558705
2005-08-01,-0.01910974646784292
2005-09-01,0.02139765403755428
2005-10-01,-0.01813341529263413
2005-11-01,0.018820160995525175
2005-12-01,-0.01936219793700126
2006-01-01,0.01938661744057051
2006-02-01,-0.005802024874081545
2006-03-01,0.01234933509606859
2006-04-01,0.031214076067795575
2006-05-01,-0.009271731358569027
2006-06-01,-0.001557767165869549
2006-07-01,0.01608910933535141
2006-08-01,0.04006066834437413
2006-09-01,0.01762275695136068
2006-10-01,0.0363880797959055
2006-11-01,0.00309403958168166
2006-12-01,0.002884827040042877
2007-01-01,-0.0005831134957400428
2007-02-01,-0.019823392736831615
2007-03-01,0.0015889494889878692
2007-04-01,0.04504568372374549
2007-05-01,0.014439624043674944
2007-06-01,-0.015313596018494822
2007-07-01,0.005428798586518672
2007-08-01,0.02574327167384879
2007-09-01,0.05948785957411162
2007-10-01,0.002329223960434131
2007-11-01,0.029020269235222555
2007-12-01,0.0037277618796432723
2008-01-01,-0.04243231187200601
2008-02-01,-0.01016376358207895
2008-03-01,0.03831164354485178
2008-04-01,0.059247488646377765
2008-05-01,-0.01759560849650792
2008-06-01,-0.06470092784318839
2008-07-01,0.03089428543533048
2008-08-01,0.022085547452137685
2008-09-01,-0.03492766643076843
2008-10-01,-0.10345191626929773
2008-11-01,0.0020932022688105864
2008-12-01,4.648791455600393e-05
2009-01-01,-0.09418016636273573
2009-02-01,-0.08024069642075787
2009-03-01,0.03708736322616925
2009-04-01,0.02295825291046966
2009-05-01,0.02546447593010212
2009-06-01,0.004425207100435194
2009-07-01,0.07899165590323268
2009-08-01,0.0034087358406603555
2009-09-01,0.013669284004951626
2009-10-01,0.0128019816752717
2009-11-01,0.07186580814178978
2009-12-01,-0.013371597512418315
2010-01-01,-0.03525016848965805
2010-02-01,0.014749375445481822
2010-03-01,0.03180379370202171
2010-04-01,-0.011411530344696849
2010-05-01,-0.06693946341124539
2010-06-01,-0.027479836453778824
2010-07-01,0.03808109013014623
2010-08-01,-0.015724134152749803
2010-09-01,0.05570931572304013
2010-10-01,0.05145776201510909
2010-11-01,0.0006761657873281586
2010-12-01,0.036114261105380185
2011-01-01,0.05888413340959268
2011-02-01,-0.0013237895436579393
2011-03-01,-0.005912376752104695
2011-04-01,0.052604455497573074
2011-05-01,-0.0019394344425539044
2011-06-01,-0.024597853292197117
2011-07-01,0.005353501579641067
2011-08-01,-0.016159787908263015
2011-09-01,-0.011239955337855769
2011-10-01,0.05987612043575954
2011-11-01,0.025799524770845614
2011-12-01,0.020602125790310268
2012-01-01,0.002653915961739045
2012-02-01,0.02669620230083712
2012-03-01,0.02400846266540021
2012-04-01,-0.02203885518532502
2012-05-01,-0.012063653686032875
2012-06-01,0.0371352273358998
2012-07-01,0.0347456413517657
2012-08-01,0.007934466720905926
2012-09-01,0.0402568760991555
2012-10-01,-0.010585814668933376
2012-11-01,-0.019325293445125433
2012-12-01,-0.023076257712354782
2013-01-01,0.0503376463554517
2013-02-01,0.008570202052614016
2013-03-01,0.04318323749086575
2013-04-01,0.00013696834439814464
2013-05-01,0.005423684868814594
2013-06-01,-0.018912110169329484
2013-07-01,0.040718435690661095
2013-08-01,-0.05300899452365891
2013-09-01,-0.0038722499936111672
2013-10-01,0.03268295919231712
2013-11-01,0.04087179318463111
2013-12-01,0.006477569786549543
2014-01-01,-0.06099922603863519
2014-02-01,0.027926272507424025
2014-03-01,0.030060491605571955
2014-04-01,0.033904635840495245
2014-05-01,-0.024031729089318138
2014-06-01,-0.003542497113460724
2014-07-01,-0.004993321922260978
2014-08-01,0.04921564998913273
2014-09-01,-0.0003381812581916081
2014-10-01,0.0031062444659170595
2014-11-01,0.04741938076640892
2014-12-01,-0.012315029564185759
2015-01-01,-0.0390305679399271
2015-02-01,0.035033376027395355
2015-03-01,-0.0181992219625465
2015-04-01,0.0011225189507239745
2015-05-01,-0.010796613645170509
2015-06-01,-0.030822760308645617
2015-07-01,0.01896171740433647
2015-08-01,-0.08500489885339774
2015-09-01,-0.005552372106982553
2015-10-01,0.03927278549997452
2015-11-01,0.005235398426675235
2015-12-01,0.01983346078517749
2016-01-01,0.007617837053365135
2016-02-01,0.0015664070062762878
2016-03-01,0.07226786207764209
2016-04-01,-0.02292855523973011
2016-05-01,0.03136211958509398
2016-06-01,0.02767762988084172
2016-07-01,0.02639361814184894
2016-08-01,-0.014923272012971008
2016-09-01,-0.002564185317124636
2016-10-01,-0.02010054244041447
2016-11-01,0.0017535955063915218
2016-12-01,0.012711451828483555
2017-01-01,-0.00014995170475113744
2017-02-01,0.04525154906348685
2017-03-01,0.011351663183675604
2017-04-01,0.031034883486779855
2017-05-01,0.01136427650742135
2017-06-01,0.0016552346541073436
2017-07-01,0.026003386970909374
2017-08-01,0.00849251039199352
2017-09-01,0.018032275792246883
2017-10-01,0.0515215906802475
2017-11-01,0.04292492730514103
2017-12-01,0.021482494662465854
